series,bin,n,scalar_lo,scalar_hi,mape_pct,sem_ape_pct,max_ape_pct
minnaert,0,10,1.9073486328125e-05,0.00028586387634277344,1.491543786793909,0.188608171227189,2.3488206424157054
minnaert,1,10,0.00028586387634277344,0.0008126020431518555,1.9218448171732578,0.3217421279487182,3.5488957972419826
minnaert,2,10,0.0008126020431518555,0.0014830470085144044,2.054040490081338,0.24827510579965945,3.2522719558357887
minnaert,3,10,0.0014830470085144044,0.002767622470855713,2.1169450047788336,0.3249723615780165,4.088947010254787
minnaert,4,10,0.002767622470855713,0.00657576322555542,2.5454589792730133,0.410188852154816,5.129516462749949
minnaert,5,10,0.00657576322555542,0.01732525825500491,3.245499357300866,0.4002305369132227,5.027736405980024
minnaert,6,10,0.01732525825500491,0.051463341712951714,4.3323923864393326,0.5113350099114369,6.984497590929248
minnaert,7,10,0.051463341712951714,0.1666357517242433,6.602932089734411,0.7948088845943801,10.69539058378252
minnaert,8,10,0.1666357517242433,0.39593955278396625,10.381366224719525,1.0345145262256106,14.385043201095298
minnaert,9,10,0.39593955278396625,0.8295395821332932,16.642252294961228,1.8082062653863988,24.9702740300792
strasberg,0,10,1.9073486328125e-05,0.00028586387634277344,0.10645242371405442,0.024692949441055614,0.28035689010603
strasberg,1,10,0.00028586387634277344,0.0008126020431518555,0.14275961918176827,0.0325422291812171,0.32987489788181745
strasberg,2,10,0.0008126020431518555,0.0014830470085144044,0.23666377318356419,0.030555034438571903,0.410178242280351
strasberg,3,10,0.0014830470085144044,0.002767622470855713,0.2733461678384875,0.03139456870005636,0.41722867545251235
strasberg,4,10,0.002767622470855713,0.00657576322555542,0.3632465507411249,0.07302166469667366,0.7629143840135337
strasberg,5,10,0.00657576322555542,0.01732525825500491,0.46919188117925037,0.07791536612638153,0.9963395134700811
strasberg,6,10,0.01732525825500491,0.051463341712951714,0.8521533953994538,0.1503170994847059,1.4990918820251138
strasberg,7,10,0.051463341712951714,0.1666357517242433,1.1733836104479705,0.23676534518687364,2.2600999296597166
strasberg,8,10,0.1666357517242433,0.39593955278396625,2.8999915815276385,0.5792827630401199,6.049240476505834
strasberg,9,10,0.39593955278396625,0.8295395821332932,10.465126140236078,1.728441186303345,17.942937858697466
residual,0,10,1.9073486328125e-05,0.00028586387634277344,0.024692629868929918,0.005837926560274077,0.05166288212759081
residual,1,10,0.00028586387634277344,0.0008126020431518555,0.04695062837744386,0.009928102577709381,0.08292241249189294
residual,2,10,0.0008126020431518555,0.0014830470085144044,0.0462287407517754,0.010065337205344022,0.1041683181671318
residual,3,10,0.0014830470085144044,0.002767622470855713,0.04300072951670282,0.006376048185357052,0.07063196078452436
residual,4,10,0.002767622470855713,0.00657576322555542,0.06983301194342603,0.012959104949770138,0.14254777862181675
residual,5,10,0.00657576322555542,0.01732525825500491,0.06141058809567364,0.015983543089950487,0.132577967414852
residual,6,10,0.01732525825500491,0.051463341712951714,0.06915845322042619,0.01577827548507703,0.14440018851056227
residual,7,10,0.051463341712951714,0.1666357517242433,0.13889673554228532,0.03803118199978883,0.4054282908808919
residual,8,10,0.1666357517242433,0.39593955278396625,0.23130247728546927,0.05838107974208573,0.49336267055239147
residual,9,10,0.39593955278396625,0.8295395821332932,0.948587184574912,0.317907365568888,3.3931836480991184
direct,0,10,1.9073486328125e-05,0.00028586387634277344,0.02386904760622739,0.0053732547644182995,0.05187469319219058
direct,1,10,0.00028586387634277344,0.0008126020431518555,0.030650521786347,0.007751357051274757,0.0752542350082568
direct,2,10,0.0008126020431518555,0.0014830470085144044,0.02580862018502208,0.006558418087770933,0.058385283479471736
direct,3,10,0.0014830470085144044,0.002767622470855713,0.029518612426544882,0.006426773474497171,0.05254080699916488
direct,4,10,0.002767622470855713,0.00657576322555542,0.02745284166618379,0.007507517409095522,0.07302281880308419
direct,5,10,0.00657576322555542,0.01732525825500491,0.026230320174796116,0.00887174872139239,0.0978044722123855
direct,6,10,0.01732525825500491,0.051463341712951714,0.08074372844255595,0.009136853472992678,0.12224891907206362
direct,7,10,0.051463341712951714,0.1666357517242433,0.15417270812888204,0.06355464747727779,0.695697321215086
direct,8,10,0.1666357517242433,0.39593955278396625,0.19729408181876212,0.027997826863327198,0.3312797988641271
direct,9,10,0.39593955278396625,0.8295395821332932,0.9599292863560975,0.2816610834736333,3.263827192220066
